text,summary
"Jakarta ( ANTARA News ) - Wakil Ketua DPR Agus Hermanto mengatakan Perubahan Kedua Undang-Undang Nomor 17 tahun 2014 tentang MPR , DPR , DPD , DPRD ( UU MD3 ) tetap sah meski Presiden Joko Widodo tidak menandatanganinya menurut ketentuan dalam Undang-Undang No 12 Tahun 2011 tentang Pembentukan Peraturan Perundang - undangan . "" Itu tentunya kewenangan Presiden . Memang aturannya dalam jangka waktu tertentu apabila Presiden tidak menandatangani dianggap tidak menolak , sehingga tetap masih bisa dilaksanakan , "" kata Agus di Kompleks Parlemen , Jakarta , Rabu . Pasal 73 ayat 2 UU No 12 Tahun 2011 tentang Pembentukan Peraturan Perundang - undangan menyebutkan bahwa "" Dalam hal RUU tidak ditandatangani oleh Presiden dalam waktu paling lama 30 ( tiga puluh ) hari terhitung sejak RUU tersebut disetujui bersama , RUU tersebut sah menjadi undang-undang dan wajib diundangkan "" . Agus mengatakan Rapat Paripurna DPR menyetujui pengesahan RUU MD3 menjadi undang-undang berdasarkan apa yang telah disepakati dalam semua proses pembahasan perubahan kedua undang-undang tersebut . "" Semuanya kami lihat bagaimana proses ini berlangsung dan tentu kita melaksanakan apa yang telah disepakati dan bisa laksanakan sehingga kita lihat prosesnya saja , "" ujarnya . DPR , ia melanjutkan , juga mempersilakan masyarakat mengajukan permohonan uji materi revisi UU MD3 ke Mahkamah Konstitusi terkait adanya pasal-pasal yang menjadi sorotan publik karena dianggap membuat DPR menjadi lembaga antikritik dan badan super . Agus menganggap pengajuan permohonan uji materi suatu undang-undang sebagai bagian tak perpisahkan dalam pembuatan undang-undang , bukannya tanda bahwa pembahasan undang-undang tersebut terburu-buru sehingga hasilnya tidak sempurna . "" Saya mendengar sudah ada atau pun baru berencana tapi sudah ada yang mengajukan uji materi . Apabila pembuatan UU ada masyarakat yang kurang sepaham maka dapatnya melaksanakan uji materi karena merupakan satu proses dalam pembuatan undang-undang , "" katanya . Sebelumnya Menteri Hukum dan HAM Yasonna Laoly mengatakan Presiden belum menandatangani revisi UU MD3 dan kemungkinan tidak akan menandatanganinya . Yasonna juga mempersilakan warga mengajukan uji materi revisi UU MD3 kalau tidak sepakat dengan pasal-pasal dalam undang-undang itu .","Wakil Ketua DPR Agus Hermanto mengatakan Perubahan Kedua UU MD3 tetap sah meski Presiden Joko Widodo tidak menandatanganinya menurut ketentuan dalam Undang-Undang No 12 Tahun 2011 tentang Pembentukan Peraturan Perundang - undangan . "" Itu tentunya kewenangan Presiden . Memang aturannya dalam jangka waktu tertentu apabila Presiden tidak menandatangani dianggap tidak menolak , sehingga tetap masih bisa dilaksanakan , "" kata Agus"
"Suara.com - Ajakan Ketua Umum Partai Gerindra Prabowo Subianto kepada Presiden Joko Widodo untuk naik kuda di Hambalang , Bogor Jawa Barat , pada Senin ( 31 / 10 / 2016 ) , disinggung Jokowi ketika membuka Kongres XVII Muslimat Nahdlatul Ulama di Asrama Haji Pondok Gede , Jakarta Timur , Kamis ( 24 / 11 / 2016 ) . Jokowi menyinggung peristiwa itu ketika menceritakan situasi politik Jakarta yang memanas akhir-akhir ini - - usai demonstrasi 4 November dan menjelang aksi 2 Desember yang diwarnai dengan isu makar . "" Saya yang biasanya nggak pernah naik kuda , saya bela - belain naik kuda , "" kata Jokowi yang kemudian disambut tepuk tangan muslimat NU . Jokowi menambahkan ketika itu sengaja naik kuda dengan tujuan untuk meredakan situasi Ibu Kota panas . "" Agar Jakarta menjadi dingin kembali , "" kata dia . Dalam pidato pembukaan kongres Jokowi mengingatkan tentang Indonesia yang merupakan bangsa majemuk . Jokowi menekankan pentingnya semua elemen bangsa menjaga dan merawat bangsa yang beragam ini . Organisasi Muslimat NU tersebar di 34 provinsi . Organisasi ini memiliki 554 cabang di tingkat kabupaten dan kota serta 5.222 anak cabang di tingkat kecamatan . Di tingkat desa atau kelurahan , Muslimat NU memiliki lebih dari 36.000 kepengurusan ranting . Kongres Muslimat NU XVII yang diselenggarakan pada 23 - 27 November itu dibuka Jokowi dan akan ditutup Wakil Presiden Jusuf Kalla .","Ajakan Ketua Umum Partai Gerindra Prabowo Subianto kepada Presiden Joko Widodo untuk naik kuda di Hambalang , Bogor Jawa Barat , pada Senin ( 31 / 10 ) lalu disinggung Jokowi ketika membuka Kongres XVII Muslimat Nahdlatul Ulama di Asrama Haji Pondok Gede , Jakarta Timur , Kamis ( 24 / 11 ) . Jokowi menambahkan ketika itu sengaja naik kuda dengan tujuan untuk meredakan situasi Ibu Kota panas ."
"Jakarta , CNN Indonesia - - Otoritas Jasa Keuangan ( OJK ) menanti terbitnya aturan pelaksana teknis terkait implementasi Peraturan Pemerintah Pengganti Undang - undang ( Perppu ) Nomor 1 Tahun 2017 tentang Akses Informasi Keuangan untuk Kepentingan Perpajakan . Seperti diketahui , Perppu 1 / 2017 tersebut diterbitkan dalam rangka implementasi pertukaran informasi data keuangan otomatis ( AEOI ) antar negara . "" Misalnya , nanti akan dikeluarkan peraturan pemerintah yang lebih mendetail untuk mekanisme teman-teman dari Direktorat Jenderal Pajak meminta datanya bagaimana , "" tutur Kepala Eksekutif Pengawas Industri Keuangan Non Bank Otoritas Jasa Keuangan ( OJK ) Firdaus Djaelani saat dihubungi CNNIndonesia.com , Rabu ( 17 / 5 ) . Dengan keluarnya aturan teknis , OJK bisa membantu dalam menyosialisasikan implementasi aturan tersebut ke pelaku industri . "" Kami baru bertemu dengan teman-teman DJP siang ini , mereka datang ke kantor kami untuk menjelaskan mengenai isi Perppu tersebut walaupun kami telah menerima drafnya , "" ujarnya . Dalam Perppu 1 / 2017 , Direktorat Jenderal Pajak ( DJP ) tidak hanya bisa mengakses data keuangan nasabah yang berada di sektor perbankan , tetapi juga data keuangan yang disimpan oleh nasabah di sektor keuangan non bank ( IKNB ) . Menurut Firdaus , hal itu tidak perlu menjadi momok bagi pelaku maupun nasabah IKNB . Pasalnya , keterbukaan informasi demi kepentingan perpajakan juga berlaku di negara lain . Khusus untuk IKNB , menurut Firdaus , kemungkinan otoritas pajak akan menyasar data nasabah asuransi jiwa yang memiliki karakteristik penyimpanan dana ( deposit taken ) . Tak hanya OJK , pelaku industri juga menanti terbitnya aturan teknis untuk memandu pelaksanaan Perppu 1 / 2017 . Direktur PT Asuransi Jiwa BCA ( BCALife ) Yannes Chandra mengungkapkan , pelaku industri masih berada pada tahap memahami Perppu 1 / 2017 . "" Kami sendiri masih belum memiliki suatu panduan baku untuk menjalankan Perppu ini , "" ujarnya . Yannes menilai pembukaan informasi nasabah asuransi jiwa demi kepentingan perpajakan seharusnya tidak akan menjadi masalah bagi industri . Pasalnya , perusahaan asuransi jiwa telah diharuskan memberikan informasi nasabah jika diminta oleh Pusat Pelaporan dan Analisis Transaksi Keuangan ( PPATK ) karena hal-hal tertentu . "" Jadi Perppu ini hanya perluasan saja , "" ujarnya . Jika tidak ada ketentuan khusus , Yannes menekankan , maka informasi nasabah asuransi jiwa tidak bisa sembarangan diberikan kepada pihak ketiga tanpa persetujuaan nasabah . Pasalnya , perusahaan asuransi terikat Undang - undang Perlindungan Konsumen yang diturunkan dalam Peraturan OJK Nomor 1/POJK.07 / 2013 tentang Perlindungan Konsumen Sektor Jasa Keuangan . "" Jadi kami tidak bisa sembarangan memberikan informasi nasabah , "" tegasnya .","  Otoritas Jasa Keuangan ( OJK ) menanti terbitnya aturan pelaksana teknis terkait implementasi Peraturan Pemerintah Pengganti Undang - undang ( Perppu ) Nomor 1 Tahun 2017 tentang Akses Informasi Keuangan untuk Kepentingan Perpajakan . Seperti diketahui , Perppu 1 / 2017 tersebut diterbitkan dalam rangka implementasi pertukaran informasi data keuangan otomatis ( AEOI ) antar negara . Dengan keluarnya aturan teknis , OJK bisa membantu dalam menyosialisasikan implementasi aturan tersebut ke pelaku industri ."
"Rimanews - Komite Olimpiade Indonesia ( KOI ) menyatakan kepastian keikutsertaan tim nasional sepak bola Indonesia U - 22 dalam Islamic Solidarity Games ( ISG ) 2017 di Baku , Azerbaijan , bisa diketahui April . "" Saat ini kami terus mengusahakan agar sepak bola Indonesia bisa berkompetisi di ISG . Keputusan final dapat diketahui sampai minggu kedua April karena pertandingan sudah dimulai pada awal Mei , "" ujar Juru Bicara KOI Raja Parlindungan Pane di Jakarta Raja melanjutkan sampai sekarang Panitia Pelaksana Islamic Solidarity Games Azerbaijan ( AISGOC ) belum memberitahukan secara jelas alasan mengapa sepak bola Indonesia tidak dilibatkan di ISG bersama delapan negara yang sudah resmi yaitu Azerbaijan , Turki , Arab Saudi , Kamerun , Maroko , Oman , Palestina dan Aljazair . Kalau melihat posisi kedelapan negara itu di peringkat Federasi Sepak Bola Internasional ( FIFA ) , KOI menduga alasannya adalah posisi Indonesia yang memang lebih rendah dari kedelapan negara tersebut . Berdasarkan data FIFA terbaru , Indonesia berada di peringkat 167 FIFA . Adapun peringkat terendah dari delapan negara yang diumumkan AISGOC untuk sepak bola adalah Palestina yang berperingkat 134 . "" Lalu bisa saja AISGOC memutuskan untuk efisiensi , jadi hanya delapan negara yang bisa memperebutkan medali emas ISG . AISGOC sendiri tidak pernah mengeluarkan alasan secara eksplisit , "" kata Raja . Menurut dia , dalam surat pada tanggal 27 Maret 2017 , AISGOC hanya mencantumkan pernyataan "" negara anda akan menjadi cadangan ( reserved ) , yang baru bisa bertanding jika ada negara yang mengundurkan diri "" . KOI menegaskan tidak ada kekurangan kelengkapan administrasi pendaftaran cabang olahraga sepak bola ISG . Ajang ISG 2017 sendiri diadakan pada 8 - 22 Mei 2017 di Baku , Azerbaijan . Cabang olahraga sepak bola mulai dipertandingkan pada 8 Mei 2017 dan di final digelar pada 21 Mei 2017 . Timnas U - 22 Indonesia yang dilatih Luis Milla direncanakan mengikuti kejuaraan multi cabang tersebut sebagai bagian dari persiapan menuju SEA Games 2017 di Malaysia .","Komite Olimpiade Indonesia ( KOI ) menyatakan kepastian keikutsertaan tim nasional sepak bola Indonesia U - 22 dalam Islamic Solidarity Games ( ISG ) 2017 di Baku , Azerbaijan , bisa diketahui April . Juru Bicara KOI Raja Parlindungan Pane menjelaskan , sampai sekarang Panitia Pelaksana Islamic Solidarity Games Azerbaijan ( AISGOC ) belum memberitahukan secara jelas alasan mengapa sepak bola Indonesia tidak dilibatkan di ISG bersama delapan negara yang sudah resmi ."
"Merdeka.com - Tentara Nasional Indonesia ( TNI ) sedang membuat program bagi para veteran , salah satunya adalah bedah rumah . Hal ini dilakukan sebagai bentuk penghargaan kepada para pejuang kemerdekaan yang telah mempertaruhkan nyawa demi bangsa Indonesia . "" Tergantung apa yang mereka perlukan kalau perumahan akan kita buat , kita bedah rumahnya . Sampaikan berapa veteran berapa , yang penting tanahnya sendiri kemudian tempat ini , pasti kita berikan . Mau berapa saya ngomong demikian pasti banyak prajurit - prajurit akan menyumbang . Sama - sama kita tidak akan biarkan seperti itu mereka berjuang , "" ujar Panglima TNI Jenderal Gatot Nurmantyo di Mabes TNI Cilangkap ,   Jakarta Timur , Kamis ( 17 / 8 ) . Namun saat ini , kata Gatot , pihaknya masih mendata berapa jumlah veteran . "" Kami sedang mencari data untuk tunjangan veteran . Kalau memang ada veteran - veteran yang terlantarkan informasikan kepada kami , "" katanya . Dengan dibantukan oleh media , Gatot meminta untuk dipublikasikan dan diinformasikan kepada dirinya . "" Yang penting rekan-rekan media beri tahu di mana , "" terangnya . Di kesempatan yang sama , Gatot menyambut baik pertemuan Megawati Soekarnoputri dengan Susilo Bambang Yudhoyono ( SBY ) di Istana Negara . Pertemuan tersebut terjadi saat upacara HUT Republik Indonesia Ke - 72 . "" Jadi itulah kenegaraan pemimpin-pemimpin kita . Kita jangan berpikiran negatif , oh tahun kemari tidak datang , ya mungkin ada kegiatan di luar , pas wisuda anaknya dan sebagainya kan tidak datang , "" ujarnya . [ cob ]","Tentara Nasional Indonesia ( TNI ) sedang membuat program bagi para veteran , salah satunya adalah bedah rumah . Hal ini dilakukan sebagai bentuk penghargaan kepada para pejuang kemerdekaan yang telah mempertaruhkan nyawa demi bangsa Indonesia . Namun saat ini , kata Gatot , pihaknya masih mendata berapa jumlah veteran . Dengan dibantukan oleh media , Gatot meminta untuk dipublikasikan dan diinformasikan mengenai keberadaan veteran - veteran yang butuh dibantu ."
"Suara.com - Sekretaris Nasional Jaringan Buruh Migran Savitri Wisnuwardhani mengatakan bahwa masih banyak buruh migran Indonesia yang menganggap paspor sebagai visa kerja . Hal tersebut mengakibatkan kasus buruh migran Indonesia tanpa dokumen meningkat . Berdasarkan data BNP2TKI , pada 2016 telah terjadi 133 kasus buruh migran undocumented . Sedangkan pada tahun ini telah terjadi peningkatan sebanyak 254 kasus , sehingga menjadi 384 kasus pada 2018 . "" Yang dimaksud dengan undocumented ( tanpa dokumen ) di sini ada dua pengertian . Pertama , buruh migran yang ketika berangkat dari Indonesia memiliki dokumen yang tidak lengkap . Banyak dari mereka yang tidak memiliki visa kerja . Mereka tidak tahu kalau mereka tidak punya visa kerja . Mereka pikir paspor itu adalah visa kerja . Dan anggap paspor merupakan jaminan untuk pergi ke luar negeri . Kedua , meskipun sudah memiliki paspor dan visa kerja , di negara tujuan mereka mendapatkan kekerasan . Mereka terpaksa lari dan dokumennya dipegang oleh majikan . Sehingga menyebabkan mereka berstatus undocumented , "" ujar Savitri dalam konferensi pers yang diselenggarakan di kantor LBH , Jakarta Pusat , Minggu ( 25 / 2 / 2018 ) "" Artinya banyak buruh migran kita yang bekerja ke luar negeri tidak berdokumen ataupun ketika sudah berada di sana mengalami kasus undocumented juga banyak sekali , "" Savitri melanjutkan . Menurutnya , minimnya informasi bagi para calon buruh migran ditengarai sebagai faktor pemicu tingginya angka kasus undocumented . Meskipun sudah sesuai dengan prosedural melewati Pelaksana Penempatan TKI Swasta ( PPTKIS ) , umumnya mereka tidak mengetahui apakah PPTKIS yang digunakan masih terdaftar dan berlaku di pemerintah . "" Mayoritas calon TKI tidak mengetahui pentingnya Visa , yang mereka tahu hanya paspor saja . Mereka juga tidak tahu apakah PJTKInya itu resmi atau tidak , "" sambung Savitri . Pada kesempatan itu , Savitri turut menyabut baik UU Perlindungan Pekerja Migran Indonesia ( PPMI ) yang telah disahkan oleh pemerintah Rabu ( 25 / 2 / 2018 ) lalu . Dalam undang-undang tersebut , kata Savitri , upaya perlindungan kepada para buruh migran telah diakomodir hingga ke level desa . Seperti diketahui , setelah berjalan dalam proses yang cukup panjang , melalui Sidang Paripurna DPR - RI , Undang-Undang tentang Pelindungan Pekerja Migran akhirnya diundangkan menjadi Undang-Undang Nomor 18 Tahun 2017 tentang Pelindungan Pekerja Migran Indonesia ( PPMI ) pada 25 Oktober 2017 . UU ini memiliki banyak kemajuan dalam beberapa aspek , di antaranya adalah perlindungan dan pengawasan . Hal ini sebagai bentuk jawaban terhadap sejumlah rentetan kasus yang mendera para buruh migran Indonesia di luar negeri . [ Priscilla Trisna ]","  Sekretaris Nasional Jaringan Buruh Migran , Savitri Wisnuwardhani , mengatakan bahwa masih banyak buruh migran Indonesia yang menganggap paspor sebagai visa kerja . Hal tersebut mengakibatkan kasus buruh migran Indonesia tanpa dokumen meningkat . Berdasarkan data BNP2TKI , pada 2016 telah terjadi 133 kasus buruh migran undocumented . Sedangkan pada tahun ini telah terjadi peningkatan sebanyak 254 kasus , sehingga menjadi 384 kasus pada 2018 ."
"Jakarta ( ANTARA News ) - Anak Anda atau bahkan Anda sendiri kesulitan mendapatkan nilai bagus dalam pelajaran matematika , padahal sudah rajin belajar ? Bisa jadi kekurangan zat besi di masa 1.000 hari pertama kehidupan menjadi penyebabnya . "" Anak usia enam bulan butuh 11 miligram zat besi . Kalau kurang ? Saraf enggak bisa tumbuh , berpikir lama , jangka panjang turun IQ bisa 10 - 15 turun . Ini juga terkait kemampuan matematika , "" tutur spesialis nutrisi dan penyakit metabolik dari RSCM , Dr dr Damayanti R Sjarif SpA(K ) , di Jakarta , Senin . Zat besi bisa berasal dari daging merah , hati ayam , ikan , sayuran berwarna hijau dan kacang-kacangan . Jika tidak , bisa dari makanan yang telah difortifikasi atau tablet zat besi ( asalkan berkonsultasi dengan dokter lebih dulu ) . Saat zat besi tak terpenuhi di 1.000 hari pertama , sebanyak 65 persen penderita memiliki IQ di bawah 90 . Artinya dia hanya mampu menyerap pengetahuan dan ilmu dengan baik hingga kelas 3 sekolah menengah pertama saja . Tak hanya zat besi , berbagai kebutuhan nutrisi lain yang tak terpenuhi semisal karbohidrat , vitamin , mineral , lemak dan protein menyebabkan stunting , gangguan fungsi kekebalan tubuh dan berbagai masalah lainnya . "" Kalau diperbaiki gizinya setelah dua tahun , tidak akan sebagus bila kebutuhan gizinya terpenuhi sebelum 2 tahun . Kalau seorang dewasa pernah alami kurang gizi dan pendek , kemampuan otak hilang 10 persen , kemampuan manual lima persen hilang , "" tutur Damayanti .","Anak Anda kesulitan mendapatkan nilai bagus dalam pelajaran matematika , padahal sudah rajin belajar ? Bisa jadi kekurangan zat besi di masa 1.000 hari pertama kehidupan menjadi penyebabnya . Menurut   dr Damayanti ,   anak usia enam bulan butuh 11 miligram zat besi . Kalau kurang , saraf tidak bisa tumbuh , berpikir lama , jangka panjang turun IQ bisa 10 - 15 turun dan terkait kemampuan matematika ."
"LE MANS , JUARA.net - Pebalap Marc VDS asal Australia , Jack Miller , tampil cemerlang dengan menjadi yang tercepat pada sesi   latihan bebas pertama GP Prancis di Sirkuit   Le Mans , Jumat ( 19 / 5 / 2017 ) . Dia mencatat putaran terbaik   1 menit 37,467 detik memasuki detik-detik terakhir sesi . Marc Marquez ( Repsol Honda ) dan Johann Zarco ( Yamaha Tech3 ) menyelesaikan sesi dengan berada di urutan kedua dan ketiga tercepat . Sesi kali ini berlangsung sangat kompetitif . Beberapa pebalap saling bergantian mencatat putaran terbaik . Marquez mencetak putaran terbaik 1 menit 47,243 detik memasuki 5 menit sesi berjalan . Tak berselang lama , Miller menggeser Marquez dengan menyelesaikan satu putaran dalam 1 menit 45,967 detik . Memasuki tujuh menit sesi berjalan , Marquez kembali jadi pebalap tercepat dengan putaran 1 menit 44,364 detik . Namun , tak bertahan lama setelah tergeser Miller dengan 1 menit 43,960 detik . Dia kemudian menajamkan putaran terbaiknya menjadi 1 menit 43,466 detik . Maverick Vinales ( Movistar Yamaha ) kemudian mencatat 1 menit 43,407 detik ketika memasuki 10 menit sesi berjalan untuk menjadi pebalap tercepat . Jorge Lorenzo ( Ducati ) kemudian masuk dalam daftar tercepat setelah membukukan putaran 1 menit 43,353 detik . Memasuki 12 menit berjalan , Miller mencetak 1 menit 43,037 detik untuk berada di urutan tercepat . Persaingan para pebalap terus berlanjut ketika Lorenzo mencetak putaran terbaik menjadi 1 menit 42,606 detik . Vinales mencetak putaran tercepat dengan 1 menit 42,546 detik saat memasuki 16 menit sesi berjalan . Jonas Folger ( Yamaha Tech3 ) menggeser catatan waktu Vinales menjadi 1 menit 42,186 detik ketika sesi tersisa 20 menit . Akan tetapi , hanya sesaat . Marquez kembali ke urutan tercepat dengan putaran terbaik 1 menit 41,837 detik . Miller kembali naik ke urutan tercepat setelah menyelesaikan putaran dalam 1 menit 39,328 detik ketika sesi terisa sekitar 7 menit . Miller menajamkan putaran terbaiknya menjadi 1 menit 38,570 detik . Dia kembali tampil cemerlang dengan mencatat 1 menit 38,204 detik ketika sesi tersisa 3 menit . Hingga memasuki detik-detik terakhir sesi , Miller membuat putaran terbaik menjadi 1 menit 37,467 detik . Catatan putarannya ini tidak tergeser oleh pebalap   lain hingga sesi selama 45 menit tersebut berakhir . Cal Crutchlow ( LCR Honda ) dan Loris Baz ( Avintia Racing ) melengkapi urutan lima besar setelah berada di urutan keempat dan kelima . Adapun Valentino Rossi ( Movistar Yamaha ) berada di urutan kedelapan pebalap tercepat . Para pebalap akan kembali ke lintasan untuk menjalani sesi latihan bebas kedua , Jumat ( 19 / 5 / 2017 ) mulai pukul 14.05 waktu setempat atau 19.05 WIB . Berikut hasil latihan bebas pertama GP Prancis .","Pebalap Marc VDS asal Australia , Jack Miller , tampil cemerlang dengan menjadi pebalap tercepat pada sesi   latihan bebas pertama GP Prancis di Sirkuit   Le Mans , Jumat ( 19 / 5 / 2017 ) . Dia mencatat putaran terbaik   1 menit 37,467 detik memasuki detik-detik terakhir sesi . Marc Marquez ( Repsol Honda ) dan Johann Zarco ( Yamaha Tech3 ) menyelesaikan sesi dengan berada di urutan kedua dan ketiga tercepat ."
"Suara.com - Sebuah pesawat milik Maskapai Iran Aseman Airlines jatuh di sebuah kawasan Iran bagian selatan , Minggu ( 18 / 2 / 2018 ) . Sebanyak 66 penumpang dan kru yang ada di dalam pesawat tidak ada yang selamat . Dikutip dari Independent , informasi tersebut disampaikan oleh juru bicara maskapai , Mohammad Taghi Tabatabai , kepada sebuah televisi nasional Iran , Minggu . Tabatabai mengatakan , pesawat itu membawa 60 penumpang , termasuk diantaranya seorang anak kecil , dan enam kru . Sang juru bicara menyebut , pesawat jenit ATR - 72 itu jatuh di Gunung Dena , yang memiliki ketinggian 440 meter di atas permukaan laut . Pesawat yang ditenagai dua mesin turboprop itu jatuh di daerah Semirom , yang berjarak sekitar 620 kilometer sebelah selatan ibu kota Iran , Teheran . Informasi serupa disampaikan kepala departemen layanan darurat Iran , Pir Hossein Kooviland , kepada kantor berita Iran , Fars . Pesawat itu tengah melakukan penerbangan dari Teheran menuju kota kecil Yasuj yang terletak di Provinsi Isfahan . “ Pesawat ini jatuh di kawasan Semirom dan seluruh personel darurat langsung merespon . Pesawat dinaiki 50 hingga 60 penumpang , ” tutur Kooviland seperti dikutip News.com.au . Sementara itu , juru bicara departemen layanan darurat , Motjaba Khaledi , mengatakan kepada kantor berita ISNA bahwa pihaknya sudah mengirimkan helikopter ke lokasi jatuhnya pesawat . “ Lokasi tersebut adalah kawasan pegunungan , maka tidak mungkin untuk mengirimkan ambulans , ” ujarnya . Organisasi Bulan Sabit Merah juga sudah menurunkan personelnya ke lokasi . Saat pesawat jatuh , lokasi dalam kondisi berkabut . Hingga kini , belum diketahui apa penyebab jatuhnya pesawat . Pihak berwajib mengatakan penyelidikan sedang dilakukan . Berpuluh - puluh tahun lamanya dikungkung sanksi , armada pesawat komersial Iran kian menua dan amat sulit melakukan peremajaan . Hal ini dituding jadi penyebab kerap terjadinya kecelakaan dalam beberapa tahun terakhir . Namun , menyusul penandatanganan perjanjian kompromi nuklir dengan negara-negara barat pada tahun 2015 , Iran langsung melakukan pembelian armada pesawat komersial dari perusahaan pembuat pesawat Airbus dan Boeing .","Sebuah pesawat milik Maskapai Iran Aseman Airlines jatuh di sebuah kawasan Iran bagian selatan , Minggu ( 18 / 2 ) . Sebanyak 66 penumpang dan kru yang ada di dalam pesawat tidak ada yang selamat . Pesawat itu membawa 60 penumpang , termasuk diantaranya seorang anak kecil dan enam kru . Hingga kini , belum diketahui apa penyebab jatuhnya pesawat . Pihak berwajib mengatakan penyelidikan sedang dilakukan ."
"Jakarta , CNN Indonesia - - Manajer Manchester United , Jose Mourinho , tidak punya kritikan untuk para pemainnya setelah The Red Devils hanya mampu bermain imbang 1 - 1 saat menjamu Swansea City pada lanjutan Liga Primer Inggris di Stadion Old Trafford , Minggu ( 30 / 4 ) . MU sempat unggul lewat gol penalti kontroversial Wayne Rooney di pengujung babak pertama . Swansea kemudian menyamakan kedudukan lewat tendangan bebas Gylfi Sigurdsson di babak kedua . Usai pertandingan Mourinho mengaku puas dengan penampilan MU . Terlebih tuan rumah tidak diperkuat sejumlah pemain kunci , termasuk Zlatan Ibrahimovic dan Paul Pogba . Selain itu , Mourinho juga menganggap skuat MU kelelahan . Dua pemain MU , Luke Shaw dan Eric Bailly , juga mengalami cedera di pertandingan . "" Kami kehilangan pemain dan kehilangan poin , jadi hari ini tidak terlalu buruk . Kami tidak terlihat kelelahan , meski kami kelelahan . Ini pertandingan kesembilan kami sepanjang April , itu tidak manusiawi , "" ujar Mourinho seperti dikutip dari BBC Sport . "" Kami punya skuat dari 22 pemain , dan berkurang menjadi 13 atau 14 . Kami kelelahan . Saya lebih dari senang dengan para pemain saya , mereka telah memberikan segalanya . Saya punya nol kritikan , "" sambung The Special One . Mourinho mengaku khawatir dengan cedera yang dialami Shaw . Bek timnas Inggris itu sudah meninggalkan lapangan saat laga baru berjalan sembilan menit . "" Saya tidak tahu cedera apa . Tapi , saya pikir cedera Shaw cukup serius , karena dia meninggalkan lapangan setelah sepuluh menit . Saya mengharapkan cedera serius darinya , "" ucap Mourinho . Hasil imbang membuat MU gagal menggeser Manchester City dari posisi empat besar klasemen Liga Primer . MU tetap di peringkat lima klasemen dengan 65 poin .","  Manajer Manchester United , Jose Mourinho , tidak punya kritikan untuk para pemainnya setelah   The Red Devils   hanya mampu bermain imbang 1 - 1 saat menjamu Swansea City pada lanjutan Liga Primer Inggris di Stadion Old Trafford . MU sempat unggul lewat gol penalti kontroversial Wayne Rooney di pengujung babak pertama . Swansea kemudian menyamakan kedudukan lewat tendangan bebas Gylfi Sigurdsson di babak kedua ."
